title,description,category,condition,original_price,final_price
线性代数 第七版（图书教材/考试用书）,线性代数 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/exam,good,190,109
线性代数 第六版,线性代数 第六版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/comic,new,61,46
尤克里里,尤克里里，在校期间使用，有正常使用痕迹，不影响功能，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/toy,good,509,259
双肩包 尺码M,双肩包 尺码M，只在换季时偶尔穿，细看有少量小污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/top,good,349,176
固态硬盘 64G 2020款（电子产品/手机）,固态硬盘 64G 2020款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/phone,like_new,2455,1585
风衣 尺码S,风衣 尺码S，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/accessories,like_new,103,61
整箱方便面,整箱方便面，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,like_new,54,40
四六级模拟题 最新版,四六级模拟题 最新版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，校内自提优先。,books/comic,good,176,77
桌游,桌游，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，校内自提优先。,other/other_other,poor,2845,820
iPad Air 256G 2022款,iPad Air 256G 2022款，主要用来上网课，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/other_electronics,new,6888,4945
哑铃套装,哑铃套装，在学校操场使用，表面有轻微磨损，适合日常锻炼，校内自提优先。,sports/yoga,good,938,611
轻薄本 128G 2021款（电子产品/相机/摄像机）,轻薄本 128G 2021款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，支持当面验货。,electronics/camera,good,4097,2588
漫画合集 第六版,漫画合集 第六版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/language,like_new,146,89
牛仔裤 尺码L（服装配饰/上装）,牛仔裤 尺码L，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/top,good,34,17
收纳盒（日用百货/护肤品）,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/skincare,like_new,298,193
蓝牙耳机 512G 2022款,蓝牙耳机 512G 2022款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/camera,like_new,7475,5453
哑铃套装,哑铃套装，在学校体育馆使用，整体状态很好，适合日常锻炼，支持当面验货。,sports/swimming,new,623,532
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/health_food,like_new,54,41
瑜伽垫（运动用品/骑行装备）,瑜伽垫，在学校操场使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/cycling,like_new,1177,676
宿舍四件套,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/decoration,like_new,224,177
专业课教材 第七版,专业课教材 第七版，部分章节有荧光笔划线，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/professional,poor,189,43
小米手机 128G 2023款,小米手机 128G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/storage,good,236,158
MacBook Pro 512G 2021款,MacBook Pro 512G 2021款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/charger,good,7421,5072
电饭煲,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/stationery,good,429,282
宿舍四件套（日用百货/装饰品）,宿舍四件套，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/decoration,good,466,251
iPad Air 512G 2023款,iPad Air 512G 2023款，主要用来上网课，外观几乎无划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/charger,like_new,7800,5332
运动鞋 尺码L,运动鞋 尺码L，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/hat,like_new,426,233
小米手机 256G 2023款,小米手机 256G 2023款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，校内自提优先。,electronics/laptop,good,2921,1780
跑步鞋（运动用品/瑜伽用品）,跑步鞋，在学校操场使用，表面有轻微磨损，适合日常锻炼，看中的话可以小刀一点。,sports/yoga,fair,945,381
木吉他,木吉他，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/ticket,good,1516,714
咖啡粉,咖啡粉，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/snacks,poor,182,31
电饭煲（日用百货/护肤品）,电饭煲，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/skincare,like_new,241,185
零食大礼包（食品饮料/方便食品）,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/instant_food,good,88,40
篮球,篮球，在学校体育馆使用，表面有轻微磨损，适合日常锻炼，也可以邮寄，运费自理。,sports/running,good,1500,807
足球,足球，在学校体育馆使用，整体状态很好，适合日常锻炼，支持当面验货。,sports/ball,new,970,716
零食大礼包（食品饮料/其他食品）,零食大礼包，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,like_new,160,83
小米手机 128G 2020款（电子产品/台式电脑）,小米手机 128G 2020款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，也可以邮寄，运费自理。,electronics/desktop,fair,5152,1810
化妆品套装,化妆品套装，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/personal_care,like_new,130,86
桌游,桌游，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，看中的话可以小刀一点。,other/other_other,good,1539,1070
台灯,台灯，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/other_daily,like_new,355,270
iPad Pro 512G 2023款,iPad Pro 512G 2023款，主要用来上网课，外观几乎无划痕，无拆修，电池状态良好，支持当面验货。,electronics/watch,new,7095,6353
收纳盒,收纳盒，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，看中的话可以小刀一点。,daily/decoration,like_new,97,59
考研英语真题 第六版,考研英语真题 第六版，几乎未写过习题，书脊完好，无缺页，适合备考或平时自学，也可以邮寄，运费自理。,books/textbook,new,64,55
饮料套餐,饮料套餐，因为口味或囤多了转让，包装完好，保质期充足，适合宿舍一起拼单。,food/other_food,like_new,104,72
足球,足球，在学校操场使用，整体状态很好，适合日常锻炼，校内自提优先。,sports/other_sports,like_new,667,361
卫衣 尺码L,卫衣 尺码L，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/accessories,good,629,437
跑步鞋,跑步鞋，在学校体育馆使用，整体状态很好，适合日常锻炼，看中的话可以小刀一点。,sports/other_sports,new,231,202
羽绒服 尺码XL,羽绒服 尺码XL，洗护得当，颜色保持良好，无明显污渍，衣服版型正常，不影响日常穿着，校内自提优先。,clothing/dress,like_new,189,117
小型冰箱,小型冰箱，在校期间使用，整体成色良好，适合有同样兴趣的同学，看中的话可以小刀一点。,other/ticket,good,741,312
羽绒服 尺码M,羽绒服 尺码M，只在换季时偶尔穿，无明显污渍，衣服版型正常，不影响日常穿着，支持当面验货。,clothing/other_clothing,like_new,306,213
固态硬盘 512G 2022款,固态硬盘 512G 2022款，平时学习和娱乐使用，外壳有少量细小划痕，无拆修，电池状态良好，看中的话可以小刀一点。,electronics/other_electronics,good,7445,3571
小型冰箱,小型冰箱，在校期间使用，整体成色良好，适合有同样兴趣的同学，看中的话可以小刀一点。,other/musical,good,2811,1428
水壶,水壶，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，校内自提优先。,daily/cleaning,good,322,181
风衣 尺码S（服装配饰/其他服装）,风衣 尺码S，穿着次数不多，细看有少量小污渍，衣服版型正常，不影响日常穿着，看中的话可以小刀一点。,clothing/other_clothing,fair,786,391
电磁炉,电磁炉，宿舍自用，几乎全新，一直保持干净，转给需要的同学，校内自提优先。,daily/cleaning,new,73,54
雨伞,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/stationery,like_new,103,70
雨伞,雨伞，宿舍自用，有正常使用痕迹，一直保持干净，转给需要的同学，支持当面验货。,daily/kitchen,like_new,40,25
木吉他,木吉他，在校期间使用，整体成色良好，适合有同样兴趣的同学，也可以邮寄，运费自理。,other/furniture,good,865,435
尤克里里（其他/家具）,尤克里里，在校期间使用，细节位置有轻微磨损，适合有同样兴趣的同学，看中的话可以小刀一点。,other/furniture,good,1520,1034
宿舍四件套（日用百货/其他日用品）,宿舍四件套，宿舍自用，几乎全新，一直保持干净，转给需要的同学，也可以邮寄，运费自理。,daily/other_daily,new,365,259
专业参考书 第六版,专业参考书 第六版，只有少量铅笔标注，书脊完好，无缺页，适合备考或平时自学，支持当面验货。,books/language,good,155,84
华为 Mate 64G 2022款,华为 Mate 64G 2022款，平时学习和娱乐使用，外观几乎无划痕，无拆修，电池状态良好，校内自提优先。,electronics/watch,like_new,6679,3872
运动鞋 尺码L,运动鞋 尺码L，穿着次数不多，无明显污渍，衣服版型正常，不影响日常穿着，也可以邮寄，运费自理。,clothing/outerwear,like_new,784,418
